datetime,host,src,proto,type,spt,dpt,srcstr,country,locale,latitude,longitude
3/8/13 4:28,groucho-singapore,3322765372,TCP,,6000,1433,198.13.96.60,United States,California,34.0115,-117.8535
3/8/13 4:29,groucho-sa,2079743101,ICMP,8,,,123.246.92.125,China,Liaoning,41.7922,123.4328
3/8/13 4:29,groucho-sa,2079743101,ICMP,8,,,123.246.92.125,China,Liaoning,41.7922,123.4328
3/8/13 4:30,groucho-singapore,1891893722,TCP,,13238,3389,112.196.1.218,India,Union Territory of Chandigarh,30.7343,76.7933
3/8/13 4:31,groucho-tokyo,3322765372,TCP,,6000,1433,198.13.96.60,United States,California,34.0115,-117.8535
3/8/13 4:33,groucho-singapore,976822298,TCP,,10885,3389,58.57.32.26,China,Shandong Sheng,36.6683,116.9972
3/8/13 4:33,groucho-singapore,2054428821,TCP,,1439,23,122.116.24.149,Taiwan,Taipei,25.0392,121.525
3/8/13 4:34,groucho-oregon,1823211221,TCP,,6000,1433,108.171.254.213,United States,California,34.0115,-117.8535
3/8/13 4:34,zeppo-norcal,92767865,TCP,,54409,5904,5.135.134.121,France,,48.86,2.35
3/8/13 4:38,groucho-oregon,3736745005,TCP,,6000,1433,222.186.52.45,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 4:38,groucho-sa,2587249421,ICMP,11,,,154.54.75.13,United States,,38,-97
3/8/13 4:38,groucho-singapore,2180647413,ICMP,11,,,129.250.9.245,United States,Colorado,39.6237,-104.8738
3/8/13 4:39,groucho-singapore,1033070453,TCP,,6000,1433,61.147.103.117,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 4:41,groucho-oregon,1032051418,TCP,,6000,1433,61.131.218.218,China,Jiangxi Sheng,28.55,115.9333
3/8/13 4:42,groucho-oregon,3235001155,TCP,,6000,1433,192.210.51.67,United States,California,34.0115,-117.8535
3/8/13 4:42,zeppo-norcal,465833069,TCP,,11048,23,27.196.12.109,China,Shandong Sheng,36.6683,116.9972
3/8/13 4:41,groucho-norcal,465833069,TCP,,11543,23,27.196.12.109,China,Shandong Sheng,36.6683,116.9972
3/8/13 4:43,groucho-oregon,1823210260,TCP,,6000,1433,108.171.251.20,United States,California,34.0115,-117.8535
3/8/13 4:43,groucho-singapore,3736743325,TCP,,6000,6666,222.186.45.157,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 4:45,groucho-oregon,3322765342,TCP,,6000,1433,198.13.96.30,United States,California,34.0115,-117.8535
3/8/13 4:45,groucho-sydney,3285958788,TCP,,20107,8080,195.219.192.132,,,47,8
3/8/13 4:46,groucho-oregon,3322768888,TCP,,6000,1433,198.13.109.248,United States,California,34.0115,-117.8535
3/8/13 4:48,groucho-oregon,3740374668,TCP,,63175,1433,222.241.150.140,China,Hunan,28.1792,113.1136
3/8/13 4:50,groucho-sa,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-sa,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-tokyo,1896596178,TCP,,6000,1433,113.11.194.210,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-sa,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-sa,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-norcal,3265958913,TCP,,20563,445,194.170.148.1,United Arab Emirates,,24,54
3/8/13 4:50,zeppo-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,zeppo-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-singapore,1900641303,TCP,,8888,1433,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 4:51,groucho-singapore,1900641303,TCP,,8888,3306,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 4:51,groucho-singapore,1900641303,TCP,,8888,6674,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 4:50,groucho-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:50,groucho-norcal,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-us-east,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-us-east,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-us-east,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-us-east,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-eu,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:51,groucho-eu,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-eu,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-eu,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-sydney,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-sydney,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-sydney,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:52,groucho-sydney,3024879886,ICMP,8,,,180.76.1.14,China,Beijing Shi,39.9289,116.3883
3/8/13 4:53,groucho-tokyo,2944930059,TCP,,42886,23,175.136.17.11,Malaysia,Kuala Lumpur,3.1667,101.7
3/8/13 4:56,groucho-tokyo,1962855951,TCP,,6000,3306,116.254.206.15,China,Beijing Shi,39.9289,116.3883
3/8/13 4:56,groucho-tokyo,3679576855,UDP,,28726,20029,219.81.227.23,Taiwan,Taipei,25.0392,121.525
3/8/13 4:56,groucho-tokyo,3679576855,UDP,,28726,20029,219.81.227.23,Taiwan,Taipei,25.0392,121.525
3/8/13 5:00,zeppo-norcal,3425533450,ICMP,3,,,204.45.126.10,United States,Colorado,39.7525,-104.9995
3/8/13 5:01,groucho-tokyo,3658020275,TCP,,6000,1433,218.8.245.179,China,Heilongjiang Sheng,45.75,126.65
3/8/13 5:01,groucho-sa,92767865,TCP,,54409,5904,5.135.134.121,France,,48.86,2.35
3/8/13 5:03,groucho-singapore,3729578419,TCP,,6000,65500,222.76.217.179,China,Fujian,24.4798,118.0819
3/8/13 5:10,groucho-norcal,3285958788,TCP,,20107,8080,195.219.192.132,,,47,8
3/8/13 5:11,groucho-singapore,1033070424,TCP,,6000,1433,61.147.103.88,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 5:14,groucho-tokyo,710975177,TCP,,6000,3306,42.96.158.201,China,Beijing Shi,39.9289,116.3883
3/8/13 5:24,groucho-norcal,179181731,UDP,,67,68,10.174.24.163,,,,
3/8/13 5:27,groucho-oregon,3104750315,TCP,,25412,22,185.14.186.235,Netherlands,North Holland,52.35,4.9167
3/8/13 5:28,groucho-tokyo,1496007151,TCP,,2991,445,89.43.65.239,Romania,Judetul Calarasi,44.2,27.3333
3/8/13 5:28,groucho-tokyo,1496007151,TCP,,2991,445,89.43.65.239,Romania,Judetul Calarasi,44.2,27.3333
3/8/13 5:28,groucho-sydney,3346199287,ICMP,3,,,199.114.242.247,United States,California,37.567,-121.9829
3/8/13 5:29,groucho-oregon,3351289255,TCP,,6000,1433,199.192.157.167,United States,California,37.567,-121.9829
3/8/13 5:30,groucho-tokyo,1991904499,TCP,,6000,1433,118.186.12.243,China,Beijing Shi,39.9289,116.3883
3/8/13 5:30,groucho-singapore,2100181342,TCP,,6000,3306,125.46.57.94,China,Henan Sheng,34.6836,113.5325
3/8/13 5:31,groucho-tokyo,1017974347,TCP,,6000,8080,60.173.14.75,China,Anhui Sheng,31.8639,117.2808
3/8/13 5:31,groucho-singapore,3702892698,TCP,,6000,1433,220.181.168.154,China,Beijing Shi,39.9289,116.3883
3/8/13 5:33,groucho-singapore,3226516723,TCP,,6000,1433,192.80.188.243,United States,Nevada,36.0312,-115.0739
3/8/13 5:34,groucho-singapore,3672664440,TCP,,6000,1433,218.232.105.120,South Korea,Seoul,37.4906,127.02
3/8/13 5:34,groucho-oregon,3738747697,TCP,,6000,1433,222.216.195.49,China,Guangxi Zhuangzu Zizhiqu,22.8167,108.3167
3/8/13 5:35,groucho-singapore,1137094882,TCP,,6000,3389,67.198.176.226,United States,California,33.8138,-117.7986
3/8/13 5:37,groucho-oregon,1932472711,TCP,,6000,1433,115.47.49.135,China,Beijing Shi,39.9289,116.3883
3/8/13 5:38,groucho-oregon,1032051418,TCP,,6000,1433,61.131.218.218,China,Jiangxi Sheng,28.55,115.9333
3/8/13 5:40,groucho-oregon,1995743143,TCP,,6000,1433,118.244.159.167,China,Beijing Shi,39.9289,116.3883
3/8/13 5:41,groucho-tokyo,2875294255,ICMP,8,,,171.97.130.47,Thailand,Bangkok,13.754,100.5014
3/8/13 5:41,groucho-tokyo,2875294255,ICMP,8,,,171.97.130.47,Thailand,Bangkok,13.754,100.5014
3/8/13 5:42,groucho-us-east,3341848637,ICMP,8,,,199.48.144.61,United States,California,37.7749,-122.4194
3/8/13 5:52,groucho-tokyo,1995742035,TCP,,6000,3306,118.244.155.83,China,Beijing Shi,39.9289,116.3883
3/8/13 5:55,groucho-oregon,3736986836,TCP,,6000,1433,222.189.228.212,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 5:56,groucho-eu,1565752718,TCP,,28153,3389,93.83.125.142,Austria,,47.3333,13.3333
3/8/13 5:57,groucho-singapore,1965684442,TCP,,2094,1433,117.41.246.218,China,Jiangxi Sheng,28.55,115.9333
3/8/13 5:58,groucho-oregon,1169129130,UDP,,45946,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 5:58,groucho-singapore,2030783533,TCP,,6000,135,121.11.76.45,China,Guangdong,23.1167,113.25
3/8/13 5:58,groucho-tokyo,2027002106,TCP,,6000,3306,120.209.152.250,China,,35,105
3/8/13 5:59,groucho-oregon,3235002076,TCP,,6000,1433,192.210.54.220,United States,California,34.0115,-117.8535
3/8/13 6:06,groucho-tokyo,1884161019,TCP,,2424,445,112.78.3.251,Vietnam,,16,106
3/8/13 6:06,groucho-tokyo,1884161019,TCP,,2424,445,112.78.3.251,Vietnam,,16,106
3/8/13 6:09,groucho-eu,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:09,zeppo-norcal,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:11,groucho-sydney,922490936,ICMP,8,,,54.252.24.56,Australia,New South Wales,-33.8615,151.2055
3/8/13 6:11,groucho-sydney,922490936,ICMP,8,,,54.252.24.56,Australia,New South Wales,-33.8615,151.2055
3/8/13 6:11,groucho-sydney,922490936,TCP,,41698,80,54.252.24.56,Australia,New South Wales,-33.8615,151.2055
3/8/13 6:11,groucho-sydney,922490936,TCP,,59639,443,54.252.24.56,Australia,New South Wales,-33.8615,151.2055
3/8/13 6:11,groucho-singapore,3658020275,TCP,,6000,1433,218.8.245.179,China,Heilongjiang Sheng,45.75,126.65
3/8/13 6:11,groucho-norcal,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:12,groucho-sydney,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:12,groucho-sa,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:11,groucho-norcal,2048032663,UDP,,51413,40938,122.18.127.151,Japan,Tokyo-to,35.685,139.7514
3/8/13 6:12,groucho-us-east,1169129130,UDP,,51501,53,69.175.126.170,United States,Illinois,41.8876,-87.6368
3/8/13 6:13,groucho-sydney,1035380760,TCP,,6000,1433,61.182.168.24,China,Hebei,36.5667,114.5333
3/8/13 6:13,groucho-sydney,3285958788,TCP,,20107,8080,195.219.192.132,,,47,8
3/8/13 6:13,groucho-oregon,1995736125,TCP,,6000,1433,118.244.132.61,China,Beijing Shi,39.9289,116.3883
3/8/13 6:14,groucho-oregon,3736735509,TCP,,6000,1433,222.186.15.21,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 6:16,groucho-norcal,3265958913,TCP,,42264,445,194.170.148.1,United Arab Emirates,,24,54
3/8/13 6:18,groucho-sa,3231800325,TCP,,6000,3389,192.161.92.5,China,Jiangsu Sheng,32.4907,119.9081
3/8/13 6:19,groucho-singapore,1965683474,TCP,,6000,1433,117.41.243.18,China,Jiangxi Sheng,28.55,115.9333
3/8/13 6:19,groucho-norcal,3231800325,TCP,,6000,3389,192.161.92.5,China,Jiangsu Sheng,32.4907,119.9081
3/8/13 6:19,zeppo-norcal,3231800325,TCP,,6000,3389,192.161.92.5,China,Jiangsu Sheng,32.4907,119.9081
3/8/13 6:20,groucho-us-east,3231800325,TCP,,6000,3389,192.161.92.5,China,Jiangsu Sheng,32.4907,119.9081
3/8/13 6:21,groucho-tokyo,2030783533,TCP,,6000,135,121.11.76.45,China,Guangdong,23.1167,113.25
3/8/13 6:21,groucho-sydney,92767865,TCP,,54409,5904,5.135.134.121,France,,48.86,2.35
3/8/13 6:22,groucho-oregon,710975206,TCP,,6000,1433,42.96.158.230,China,Beijing Shi,39.9289,116.3883
3/8/13 6:23,groucho-oregon,3736986836,TCP,,6000,1433,222.189.228.212,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 6:23,zeppo-norcal,3323217226,UDP,,13741,1900,198.20.69.74,United States,Illinois,41.8825,-87.6441
3/8/13 6:24,zeppo-norcal,92767865,TCP,,54409,5904,5.135.134.121,France,,48.86,2.35
3/8/13 6:26,groucho-singapore,710971255,TCP,,50543,3389,42.96.143.119,China,Beijing Shi,39.9289,116.3883
3/8/13 6:29,groucho-oregon,2074263713,TCP,,6000,4899,123.162.192.161,China,Henan Sheng,34.6836,113.5325
3/8/13 6:30,groucho-tokyo,1017974347,TCP,,6000,8080,60.173.14.75,China,Anhui Sheng,31.8639,117.2808
3/8/13 6:29,groucho-norcal,3351288789,ICMP,3,,,199.192.155.213,United States,California,37.567,-121.9829
3/8/13 6:33,groucho-oregon,1032051418,TCP,,6000,1433,61.131.218.218,China,Jiangxi Sheng,28.55,115.9333
3/8/13 6:34,groucho-oregon,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 6:35,groucho-singapore,994690739,TCP,,6000,3128,59.73.198.179,China,,35,105
3/8/13 6:36,groucho-singapore,2097022771,TCP,,6000,1433,124.254.7.51,China,Beijing Shi,39.9289,116.3883
3/8/13 6:38,groucho-tokyo,2097022771,TCP,,6000,1433,124.254.7.51,China,Beijing Shi,39.9289,116.3883
3/8/13 6:39,zeppo-norcal,3550629683,TCP,,43876,5900,211.162.79.51,China,Beijing Shi,39.9289,116.3883
3/8/13 6:41,zeppo-norcal,3553515946,UDP,,16417,31522,211.206.89.170,South Korea,,37.57,126.98
3/8/13 6:41,groucho-singapore,1962906059,TCP,,6000,1433,116.255.145.203,China,Zhejiang Sheng,27.8456,120.4928
3/8/13 6:41,zeppo-norcal,3553515946,UDP,,16417,31522,211.206.89.170,South Korea,,37.57,126.98
3/8/13 6:43,groucho-sa,2078766582,TCP,,59730,3389,123.231.117.246,Sri Lanka,,7,81
3/8/13 6:43,groucho-sa,2078766582,TCP,,59730,3389,123.231.117.246,Sri Lanka,,7,81
3/8/13 6:43,groucho-sa,2078766582,TCP,,59730,3389,123.231.117.246,Sri Lanka,,7,81
3/8/13 6:43,groucho-singapore,1945022771,TCP,,6000,1433,115.238.177.51,China,Zhejiang Sheng,30.2936,120.1614
3/8/13 6:44,groucho-singapore,3658452560,TCP,,32094,3389,218.15.142.80,China,Guangdong,23.1167,113.25
3/8/13 6:46,groucho-tokyo,3351288789,ICMP,3,,,199.192.155.213,United States,California,37.567,-121.9829
3/8/13 6:47,groucho-oregon,3630406730,TCP,,6000,1433,216.99.156.74,United States,California,34.0115,-117.8535
3/8/13 6:49,groucho-norcal,1840929011,TCP,,45599,23,109.186.88.243,Israel,,31.5,34.75
3/8/13 6:50,zeppo-norcal,1840929011,TCP,,45425,23,109.186.88.243,Israel,,31.5,34.75
3/8/13 6:52,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:53,groucho-oregon,710970212,TCP,,6000,1433,42.96.139.100,China,Beijing Shi,39.9289,116.3883
3/8/13 6:53,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:53,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:54,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:54,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:54,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:54,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:54,zeppo-norcal,3029498552,UDP,,30197,31522,180.146.122.184,Japan,Osaka-fu,34.6864,135.52
3/8/13 6:55,groucho-oregon,840855810,TCP,,59753,23,50.30.113.2,United States,Kentucky,36.8736,-86.8749
3/8/13 6:57,groucho-norcal,2928324467,ICMP,3,,,174.138.175.115,United States,Arizona,33.4357,-111.9171
3/8/13 6:57,zeppo-norcal,1075239516,UDP,,58733,1434,64.22.218.92,United States,Iowa,41.5839,-93.6289
3/8/13 6:59,groucho-oregon,3351015082,TCP,,6000,1433,199.188.110.170,United States,California,37.3887,-122.0188
3/8/13 6:58,groucho-singapore,3164942861,TCP,,17981,22,188.165.50.13,France,,48.86,2.35
3/8/13 6:59,groucho-singapore,3702892700,TCP,,6000,1433,220.181.168.156,China,Beijing Shi,39.9289,116.3883
3/8/13 7:00,groucho-eu,3341848637,ICMP,8,,,199.48.144.61,United States,California,37.7749,-122.4194
3/8/13 7:02,groucho-tokyo,3344427193,TCP,,1871,3128,199.87.232.185,United States,California,34.053,-118.2642
3/8/13 7:02,groucho-tokyo,3344427193,TCP,,1872,8080,199.87.232.185,United States,California,34.053,-118.2642
3/8/13 7:02,groucho-tokyo,3344427193,TCP,,1871,3128,199.87.232.185,United States,California,34.053,-118.2642
3/8/13 7:02,groucho-tokyo,3344427193,TCP,,1872,8080,199.87.232.185,United States,California,34.053,-118.2642
3/8/13 7:03,groucho-oregon,1033070356,TCP,,6000,1433,61.147.103.20,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 7:04,groucho-oregon,710975223,TCP,,6000,1433,42.96.158.247,China,Beijing Shi,39.9289,116.3883
3/8/13 7:07,groucho-tokyo,1900641303,TCP,,8888,3306,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 7:07,groucho-tokyo,1900641303,TCP,,8888,1433,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 7:07,groucho-tokyo,1900641303,TCP,,8888,8081,113.73.124.23,China,Guangdong,23.1167,113.25
3/8/13 7:08,groucho-tokyo,2068943217,TCP,,2901,445,123.81.145.113,China,Beijing Shi,39.9289,116.3883
3/8/13 7:08,groucho-tokyo,2068943217,TCP,,2901,445,123.81.145.113,China,Beijing Shi,39.9289,116.3883
3/8/13 7:08,groucho-tokyo,838335676,TCP,,6000,3389,49.247.252.188,South Korea,,37.57,126.98
3/8/13 7:08,groucho-oregon,712512501,TCP,,6000,1433,42.120.19.245,China,Zhejiang Sheng,30.2936,120.1614
3/8/13 7:10,groucho-singapore,92767865,TCP,,54409,5904,5.135.134.121,France,,48.86,2.35
3/8/13 7:10,groucho-norcal,3411578037,TCP,,3337,23,203.88.140.181,India,,20,77
3/8/13 7:11,zeppo-norcal,3411578037,TCP,,3230,23,203.88.140.181,India,,20,77
3/8/13 7:13,groucho-oregon,3736745005,TCP,,6000,1433,222.186.52.45,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 7:14,groucho-oregon,3740374668,TCP,,62810,1433,222.241.150.140,China,Hunan,28.1792,113.1136
3/8/13 7:16,groucho-oregon,2095621031,TCP,,6000,1433,124.232.163.167,China,Hunan,28.1792,113.1136
3/8/13 7:19,groucho-sa,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:19,zeppo-norcal,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:18,groucho-norcal,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:19,groucho-us-east,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:20,groucho-eu,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:20,groucho-tokyo,3285958788,TCP,,20107,8080,195.219.192.132,,,47,8
3/8/13 7:20,groucho-sydney,2030978824,TCP,,6000,1433,121.14.71.8,China,Guangdong,23.1167,113.25
3/8/13 7:23,groucho-oregon,840855810,TCP,,48452,23,50.30.113.2,United States,Kentucky,36.8736,-86.8749
3/8/13 7:24,groucho-oregon,2030726493,TCP,,6000,1433,121.10.109.93,China,Guangdong,23.1167,113.25
3/8/13 7:24,groucho-tokyo,3658452560,TCP,,46396,3389,218.15.142.80,China,Guangdong,23.1167,113.25
3/8/13 7:24,groucho-oregon,3322768888,TCP,,6000,1433,198.13.109.248,United States,California,34.0115,-117.8535
3/8/13 7:27,groucho-tokyo,3056912715,TCP,,3753,445,182.52.201.75,Thailand,,15,100
3/8/13 7:27,groucho-tokyo,3056912715,TCP,,3753,445,182.52.201.75,Thailand,,15,100
3/8/13 7:28,groucho-tokyo,1017974347,TCP,,6000,8080,60.173.14.75,China,Anhui Sheng,31.8639,117.2808
3/8/13 7:29,groucho-oregon,1032051418,TCP,,6000,1433,61.131.218.218,China,Jiangxi Sheng,28.55,115.9333
3/8/13 7:30,groucho-singapore,3683779656,TCP,,59852,3306,219.146.4.72,China,Shandong Sheng,36.1853,117.12
3/8/13 7:30,groucho-singapore,3683779656,TCP,,59888,6668,219.146.4.72,China,Shandong Sheng,36.1853,117.12
3/8/13 7:30,groucho-oregon,710974991,TCP,,7827,1433,42.96.158.15,China,Beijing Shi,39.9289,116.3883
3/8/13 7:31,groucho-eu,3722483078,TCP,,58313,3389,221.224.149.134,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 7:31,groucho-eu,3722483078,TCP,,58313,3389,221.224.149.134,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 7:31,groucho-eu,3722483078,TCP,,58313,3389,221.224.149.134,China,Jiangsu Sheng,32.0617,118.7778
3/8/13 7:33,groucho-oregon,1995749293,TCP,,6000,1433,118.244.183.173,China,Beijing Shi,39.9289,116.3883
3/8/13 7:35,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:35,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:35,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:35,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:35,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:36,groucho-us-east,1923313817,UDP,,57760,54521,114.163.112.153,Japan,Tokyo-to,35.685,139.7514
3/8/13 7:36,groucho-singapore,3342555165,ICMP,0,,,199.59.88.29,United States,Michigan,42.5065,-83.3491
